feature_1,feature_2,feature_3,feature_4,target
-2.4231532471525465,-3.031019265613878,-2.5105998732228536,1.2271902183247265,0
-2.313011366462929,-2.930837377503415,-2.2410432208779056,1.3369915144159201,0
0.1581325296750118,-0.47869096112185117,-0.8210844894448492,0.06900166615202008,0
-1.0467338893077067,-1.7074565143861196,-1.923732323489984,0.4235914954297556,0
-0.792493005076528,-1.447284460487907,-1.2809080301364868,0.654579145051515,0
1.6324283739612087,-0.662609176941938,-0.7511610594824127,0.8883053681515917,1
-1.7912808349957379,-2.4190266617489242,-1.5025868394524715,1.405333837165193,0
1.0216440811537006,-0.4256361898565026,-1.9753725907570374,-0.5563154751435726,1
-0.4994246678608373,-1.1453840923131908,-1.1427962684209039,0.4670081458280503,0
0.2982971498168102,-1.7821784757800399,-1.0711193697566068,1.6395150958585893,1
2.3837329719023828,-1.484638649374543,0.9077727707659142,3.4748816320734788,1
0.34511045071070146,-1.7948081220899395,-0.155910683145422,2.357740326536715,1
-1.0148912080712487,-1.7039050384218297,-1.7737244518079724,0.542571877181129,0
1.4384615041488993,-1.569844833453245,-2.194194464138537,0.9276046250980359,1
0.8741563034337829,0.21228068748198015,-0.1747204192031122,-0.0969680948865752,0
-0.655231877463919,-1.2793084009402702,-0.8082113413407529,0.8372802584888102,0
-1.10624654620815,-1.6344921346887646,-0.3965390690531754,1.4497793296037464,0
-0.5131467269113119,-1.9301481945367314,-1.8844743685525533,0.9350951470736061,1
-0.7126407242642251,-1.2829091866450166,-0.5712585321959494,0.9988584832469755,0
0.5532279577858144,0.006436995087780629,1.09965614815698,1.0119827363712268,0
1.745907965347124,0.29965913553749435,-0.3406146388786053,-0.024559689808758556,1
0.4088885718075582,-2.278247177650445,-0.746581217173909,2.5717471788954036,1
0.44892434070933196,-2.418697857933334,-0.35314343025594075,3.0644935216690996,1
-2.465574104352311,-3.0742094010525673,-2.1414334759256004,1.544933957767633,0
1.9572143265874007,-0.6004483665163579,-0.5582345408585454,1.0671482673270012,1
1.4542925681339438,-1.2464932529006358,-1.3808863344038222,1.118355814555511,1
-1.929270920183657,-2.536396469086096,-1.7995158678291536,1.287626895006729,0
-1.687861717968863,-2.2105797871000683,-0.20889080797498405,2.137408148492356,0
-2.39095219885553,-3.039800448488266,-2.387734175183544,1.3421406792886668,0
0.4267571810508871,-1.0438229656898947,-1.6078417743315345,0.31636100621670427,1
-0.915990486806415,-1.5570611719485077,-1.3205077740380622,0.7246907526045436,0
0.6301188401307714,-1.1457099333175411,0.36898207089587465,2.0019273433426736,1
1.9265402460799406,-0.7462408683884126,-0.8178011218134555,1.0529303136394903,1
0.8525367564972304,-1.8285794139601834,-1.7459250933807666,1.3930049828721667,1
2.286212032336592,-0.9418399996313713,-0.932443792622804,1.3517033555267113,1
-0.7574463479479197,-2.4306785532909982,-3.376170090309926,0.3872093092098705,1
-0.8188391413522809,-1.5304815434292107,-2.6689517349735894,-0.2846928730571292,0
-2.920387420691796,-3.4889201746806524,-2.3683019596256214,1.756153247056385,0
-0.1940388348027995,-1.8036301425194738,-1.5230857099939508,1.1536841222013738,1
-2.3181253598753173,-2.88266623524718,-1.2125791944502784,2.041801416782673,0
0.07627658047897401,-1.624359587952295,-1.162835190987592,1.2849035516753657,1
2.1831022397619098,-0.08509590690675073,-1.311459241992595,-0.091136205061781,1
0.8826982238365022,0.26395422512763994,0.47342173595139125,0.32347864105437707,0
0.21871629016493632,-1.8714298580697057,-1.10122381256427,1.7055134850109546,1
0.918542542432431,-0.7376107361144582,-0.8710493437536567,0.6421185623547736,1
-0.2377150598229334,-1.9813880265871495,-0.8086845453513603,1.9056576408410195,1
-0.8483646305372783,-1.460149862522032,-1.2064105743195452,0.7072552663360103,0
-0.4069881169740821,-1.0503002578627771,-1.1120194992173342,0.39845902804885625,0
-0.18746556389130942,-0.737979445845935,0.318088507967472,1.1379744244106678,0
-1.1408772982479167,-1.6799167231169458,-0.2959776827770504,1.5721956846746006,0
-1.8987636517862874,-2.568535580977586,-2.2916050235795504,0.9723177004817273,0
2.7818375694672115,0.18429182120085724,-0.2720821153400538,0.5474889082722754,1
0.7696118952149059,-2.085874334984142,0.6949102591738734,3.5273009784217706,1
1.9923445886934883,-0.6509127680089087,0.6738065780110183,2.067899916617364,1
0.0772634603458755,-0.5464262246562139,0.6506295711231012,1.2303708796611275,0
2.1210473364665265,0.3999274738571995,-0.6193704473297956,-0.23069850639239098,1
0.5404948428614864,-1.4208406296726066,-2.2526107698962408,0.36828633867545235,1
0.7951343823972266,-2.1212908984278935,-1.1987141487094826,2.165544906662265,1
-0.02269424918487517,-0.9277907286746323,-1.66375825083322,-0.03786137121703681,1
0.4209848829156606,-1.1002656782621494,-0.9308298919103404,0.8949457039515447,1
1.5021939543572465,-1.7074822256181033,-0.38316293730842654,2.486101095252307,1
0.5464468215290785,-0.0503753713628939,0.24738530514752943,0.44611876328298183,0
3.3175442828847905,0.2588272213510041,0.2610986605734018,1.0400359491835025,1
-2.293348058042575,-2.949939417724977,-1.9706662108147865,1.5713924346016146,0
-2.048199717931813,-2.704073906149911,-2.3239585976587214,1.0723468392467348,0
1.9351214385128008,-0.49689404249728425,-0.717863618327083,0.8041314049193795,1
0.6293414389892026,-1.9230374863671633,-0.5797763094005197,2.309904004455939,1
-1.6049417378268966,-2.1059270697197285,-0.35712956994973977,1.9189457882942473,0
2.0258759415658303,-1.46211693899685,0.5522434913402519,3.051602314980034,1
-0.9463483411711986,-1.505964464649775,-0.48135430542222346,1.2749738417476275,0
0.26238755443937256,-0.2713147768363044,0.8399461678364948,1.077704006182475,0
1.998773355952272,-1.1256824264475127,-0.5275827828562496,1.7930021385780412,1
-1.9559218100781028,-2.6640709187735014,-2.7273831599737166,0.7509272876490088,0
-0.019519833160500766,-0.6703627596533737,-0.7540631959443461,0.30687700941427565,0
-0.2201684420043588,-0.8165709907846367,-0.8257850349957188,0.37314700096883313,0
0.3934427078293926,-1.448304379400557,-1.2212292652413839,1.123722121284313,1
-1.9446337633532962,-2.5395609185079966,-1.4058117448012641,1.5809540859508036,0
0.89840104026238,-1.1474493748205685,-0.9144488833584302,1.1393607672506976,1
0.29610830518470066,-2.0807920369930497,-0.9463569929005796,2.1233107294659233,1
1.5784951264479932,-0.951238279840834,-0.38742168299283264,1.5194178804158434,1
0.6208661955852539,-0.04145304571719285,-0.719673927847885,-0.26280085872629355,0
3.3364960225978995,-0.44527054507165403,0.7453726452140195,2.331652593898947,1
-0.3139710510586622,-0.8844216573907295,0.08753402299601953,1.1121287991657711,0
1.8608149569191927,-1.1473402127747394,-0.7134182395886195,1.6330652634626295,1
0.41264155654554935,-1.8082892906979142,-2.318075441813529,0.7812506116934347,1
1.5513095544776805,-0.7997219457380272,-0.4341326850859316,1.276263308975142,1
0.506169178991005,-1.2448870404540369,-0.9498616949675394,1.1005569954743004,1
1.8217154400051592,-0.6159947455344588,-1.3894040072531384,0.417090313544659,1
-0.19531205713215705,-0.8277785996665254,-0.47936841728441393,0.6559695957264671,0
2.0697420046152954,-1.8838286709781173,1.1625352303368888,4.076484015313596,1
-1.6161128275812984,-2.2300533711774557,-1.6711472055658658,1.0941115882789025,0
-1.1636538039164765,-1.7373958705472359,-1.1408819353973572,1.0070115289910813,0
1.500599202120155,-1.4942320043027915,0.1176551026300332,2.580994042385934,1
1.3165805091970944,-1.387959887042516,-0.016942189802970575,2.275376452014023,1
-0.5188903614845106,-1.1048936842544939,-0.5449883127780324,0.854440266518596,0
-0.0953395621558153,-0.6822422828506003,-0.18131925307053276,0.7240506081474345,0
0.8235286792714336,-1.7642765885647127,-1.0414678303591016,1.825657220034549,1
1.3155406382823287,-1.0641266621612966,-1.6275403775060708,0.6453340353094907,1
1.9047890585035054,-0.3565738363409242,-1.519591332630283,0.009438540962854902,1
-1.9712990261138028,-2.513692393639844,-1.0146261184271628,1.8303288949684724,0
1.1261627377459031,-1.34663723369732,-0.08312076450495332,2.103770100112962,1
1.3970354024566118,-0.9830820118995715,-0.4508998351959205,1.448880729043935,1
0.01324218683881151,-0.6819444038090311,-1.1481714906738059,0.03877350567358562,0
1.5125481123575026,-1.559126528242702,0.0998527076510507,2.6569487162542744,1
-0.05132555861536747,-0.6862370645734902,-0.4676836477198224,0.5306622148468851,0
1.3694975912334453,-0.9893561041786546,-0.5434075197153352,1.378038407745766,1
0.7852225500813554,-1.0724491692831983,-1.9248617857379466,0.24449328525560032,1
-0.7963388152747736,-1.433761124824851,-1.3661588894211198,0.5716857051326989,0
0.664654708217973,-1.5159218843873705,-2.1836141124617185,0.5887877209418616,1
-3.2380102151844596,-3.781119998695903,-1.2842747243316137,2.836950013417643,0
0.04001719195639497,-0.5735315308673293,-0.9649110028699854,0.043459221203626996,0
0.13828781627143183,-1.284617748223218,-3.468924268589588,-0.8640150781272993,1
-2.0618151877999455,-2.6526850610864003,-1.7498902690470428,1.4298211461477894,0
0.7005565284304944,-1.2207417201962083,-1.9549090053897464,0.38606720856297205,1
1.5657160482126538,-0.6920178449341196,-0.2870063045995007,1.2504203467459862,1
-0.7295600637262072,-1.421470634787609,-1.7948821106557729,0.258538454525848,0
-1.408391738801674,-2.061831137663263,-1.6977574205718033,0.927930106675706,0
-0.1694584036991571,-0.805214781542722,-0.5659258705480403,0.5708514826688738,0
-1.5470345927138687,-2.1822385781814706,-1.7981073765256554,0.9610969257037937,0
3.39803088755847,0.4242469236300683,0.8210166224840518,1.271108616525411,1
2.5655118568257906,-0.027745502818646756,0.1345610206191934,1.0524313778709755,1
1.301042994454817,-0.20955178867131072,-1.280547825531043,-0.21967515836067908,1
-1.778617853173295,-2.480965743540465,-2.825053569670318,0.5012114112292421,0
-1.1641578190290303,-1.7307557913316702,-0.3923008093124073,1.5583992421254467,0
-1.3584770160096262,-3.0302571379876397,-1.6405125309414637,2.2572737301892403,1
1.5695089886720064,-0.9700691948980917,-1.0745274444771855,1.0266252206981092,1
-1.5673052410310404,-2.2889418757835354,-2.902915495363983,0.26677125169450155,0
2.902198099960212,-0.281504986166956,-0.6929734856406486,0.8856411760788637,1
1.184310105357019,-1.6402444055244132,-0.8927593477233073,1.9031940215422178,1
0.5246099599044911,-0.05351895680454581,0.3026827363324065,0.48383233947915294,0
